"loan_id","installment_id","installment_number","installment_duedate","repaid_date","capital_due","capital_paid","interests_paid"
"loan_9064092","8z78069y7h5y67y6017h5y7y3i30379x","12","2022-05-31",NA,402.1059,0,0
"loan_9064092","8z78069y7h5y67y6017h5y7y3i2h3798","6","2022-02-28",NA,330.9528,0,0
"loan_9064092","8z78069y7h5y67y6017h5y7y3i293793","1","2021-12-15","2021-12-10",302.7602,302.7602,115.26
"loan_9064092","8z78069y7h5y67y6017h5y7y3i293797","5","2022-02-15","2022-02-14",324.1127,324.1127,81.01
"loan_9064092","8z78069y7h5y67y6017h5y7y3i30379h","11","2022-05-16",NA,367.0075,0,0
"loan_9064092","8z78069y7h5y67y6017h5y7y3i293795","3","2022-01-17","2022-01-14",311.13329999999996,311.13329999999996,98.79
"loan_9064092","8z78069y7h5y67y6017h5y7y3i2h3799","7","2022-03-15",NA,334.705,0,0
"loan_9064092","8z78069y7h5y67y6017h5y7y3i293796","4","2022-01-31","2022-02-01",303.6508,303.6508,109.04
"loan_9064092","8z78069y7h5y67y6017h5y7y3i2h379y","10","2022-05-02",NA,359.4228,0,0
"loan_9064092","8z78069y7h5y67y6017h5y7y3i2h379z","8","2022-03-31",NA,339.5449,0,0
"loan_6132114","8z78075x8065hhg10180725783316z7y","2","2022-05-31","2022-05-31",400.77,400.77,0
"loan_6132114","8z78075x8065hhg101807257831h6z7g","1","2022-05-16","2022-05-16",400.77,400.77,0
"loan_9590420","8z7809yi7x9690h9017x972ghg8358xh","4","2022-03-31",NA,0,0,0
"loan_9590420","8z7809yi7x9690h9017x972ghg6058xz","1","2022-02-15","2022-02-15",219,219,0
"loan_9590420","8z7809yi7x9690h9017x972ghg6058xy","3","2022-03-15","2022-03-14",107.31,107.31,0
"loan_9590420","8z7809yi7x9690h9017x972ghg6058xg","2","2022-02-28","2022-02-25",109.5,109.5,0
"loan_1607180","8z780h287yg76y10017yg914324z1gx0","1","2021-11-16","2021-11-14",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432691gx6","7","2022-02-15","2022-02-09",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432691gx7","8","2022-02-28","2022-02-20",455.52,455.52,0
"loan_1607180","8z780h287yg76y10017yg91432651gx2","3","2021-12-15","2021-12-15",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432651gx5","6","2022-01-31","2022-01-31",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432651gx3","4","2021-12-31","2021-12-31",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432651gx1","2","2021-11-30","2021-11-27",456.25,456.25,0
"loan_1607180","8z780h287yg76y10017yg91432651gx4","5","2022-01-17","2022-01-15",456.25,456.25,0
"loan_5293528","8z7809767h6igx85017h7098x1400865","5","2022-02-15","2022-02-14",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1400862","2","2021-12-31","2021-12-24",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1400863","3","2022-01-17","2022-01-15",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1440868","8","2022-03-31","2022-03-27",441.43100000000004,441.43100000000004,0
"loan_5293528","8z7809767h6igx85017h7098x1440866","6","2022-02-28","2022-02-28",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1400861","1","2021-12-15","2021-12-11",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1400864","4","2022-01-31","2022-01-27",443.84,443.84,0
"loan_5293528","8z7809767h6igx85017h7098x1440867","7","2022-03-15","2022-03-14",444.31449999999995,444.31449999999995,0
"loan_6196700","8z780ihy7izyg760017izi133708163i","1","2022-03-31","2022-03-22",1591.3999999999999,1591.3999999999999,0
"loan_7349122","8z78265x7xx8i799017xxz2082g92hh3","1","2022-02-28","2022-02-27",511,511,0
"loan_7349122","8z78265x7xx8i799017xxz2082yh2hh5","3","2022-03-31","2022-03-30",145.27,145.27,0
"loan_7349122","8z78265x7xx8i799017xxz2082yh2hh6","4","2022-04-18","2022-04-13",54.019999999999996,54.019999999999996,0
"loan_7349122","8z78265x7xx8i799017xxz2082yh2hh7","5","2022-05-02",NA,0,0,0
"loan_7349122","8z78265x7xx8i799017xxz2082yh2hh4","2","2022-03-15","2022-03-13",162.79,162.79,0
"loan_7349122","8z78265x7xx8i799017xxz2082yh2hh8","6","2022-05-16",NA,0,0,0
"loan_0802288","8z7821037xxx1ygh017xi0g2z7327i1h","7","2022-05-31","2022-05-28",211.6635,211.6635,13.05
"loan_0802288","8z7821037xxx1ygh017xi0g2z71h7i17","1","2022-02-28","2022-02-25",185.5879,185.5879,48.77
"loan_0802288","8z7821037xxx1ygh017xi0g2z7327i1g","5","2022-05-02","2022-04-30",198.2388,198.2388,31.44
"loan_0802288","8z7821037xxx1ygh017xi0g2z71h7i18","2","2022-03-15","2022-03-12",184.9528,184.9528,49.64
"loan_0802288","8z7821037xxx1ygh017xi0g2z7327i1z","4","2022-04-18","2022-04-14",191.15050000000002,191.15050000000002,41.15
"loan_0802288","8z7821037xxx1ygh017xi0g2z7347i1x","8","2022-06-15","2022-06-13",209.7436,209.7436,8
"loan_0802288","8z7821037xxx1ygh017xi0g2z7327i19","3","2022-03-31","2022-03-28",187.6976,187.6976,45.88
"loan_0802288","8z7821037xxx1ygh017xi0g2z7327i1y","6","2022-05-16","2022-05-15",204.8453,204.8453,22.39
"loan_7274714","8z78008g7i889x42017i89195zxi171y","3","2022-05-02","2022-05-01",507.34999999999997,507.34999999999997,0
"loan_7274714","8z78008g7i889x42017i89195zxi171g","2","2022-04-18","2022-04-04",507.34999999999997,507.34999999999997,0
"loan_7274714","8z78008g7i889x42017i89195zxi171z","1","2022-03-31","2022-04-04",507.34999999999997,507.34999999999997,58
"loan_7274714","8z78008g7i889x42017i89195g03171h","4","2022-05-16","2022-05-15",507.3208,507.3208,0
"loan_8113646","8z7802ig7h28i819017h2gi0g1y073g8","1","2021-11-30","2021-11-23",907.0541999999999,907.0541999999999,0
"loan_6178030","8z7805g57h0z082y017h0h6gz3865i76","2","2021-12-15",NA,432.452,432.15999999999997,0
"loan_6178030","8z7805g57h0z082y017h0h6gz3865i75","1","2021-11-30","2021-11-16",505.15999999999997,505.15999999999997,0
"loan_1820172","8z780hig7yz2hzx2017yz54gh4ii7zgx","4","2021-12-15","2021-12-15",97.09,97.09,0
"loan_1820172","8z780hig7yz2hzx2017yz54gh4ii7zgy","2","2021-11-16","2021-11-16",97.09,97.09,0
"loan_1820172","8z780hig7yz2hzx2017yz54gh4x67zgg","1","2021-11-01","2021-10-27",97.09,97.09,0
"loan_1820172","8z780hig7yz2hzx2017yz54gh4ii7zgh","3","2021-11-30","2021-12-01",97.09,97.09,0
"loan_5891506","8z7827iy8018z8z001801zx4yh2957z6","1","2022-05-02","2022-05-02",219,219,0
"loan_5891506","8z7827iy8018z8z001801zx4yh2957z7","2","2022-05-16","2022-05-31",218.26999999999998,218.26999999999998,58
"loan_2567818","8z7826gg7x0g8x4g017x0x7yi34g34i4","4","2022-02-28","2022-02-27",1142.45,1142.45,0
"loan_2567818","8z7826gg7x0g8x4g017x0x7yi34g34i3","3","2022-02-15","2022-02-13",1142.45,1142.45,0
"loan_2567818","8z7826gg7x0g8x4g017x0x7yi33734i1","1","2022-01-17","2022-01-13",1142.45,1142.45,0
"loan_2567818","8z7826gg7x0g8x4g017x0x7yi34g34i2","2","2022-01-31","2022-01-29",1142.45,1142.45,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70352x5","6","2022-02-28","2022-03-01",183.96,183.96,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70152x2","3","2022-01-17","2022-01-17",183.96,183.96,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70352x6","7","2022-03-15","2022-03-16",183.96,183.96,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70152x1","2","2021-12-31","2022-01-01",183.96,183.96,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70152x0","1","2021-12-15","2021-12-15",183.96,183.96,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70152x3","4","2022-01-31","2022-02-02",183.96,183.96,58
"loan_4428062","8z782h717h6gi00y017h6i6zx70352x7","8","2022-03-31","2022-04-01",181.8065,181.8065,0
"loan_4428062","8z782h717h6gi00y017h6i6zx70152x4","5","2022-02-15","2022-02-16",183.96,183.96,0
"loan_5938550","8z780hhh802813h7018030izz6171538","1","2022-05-02","2022-04-29",141.62,141.62,0
"loan_5938550","8z780hhh802813h7018030izz6171539","2","2022-05-16","2022-05-16",140.89,140.89,0
"loan_5938550","8z780hhh802813h7018030izz617153z","3","2022-05-31","2022-05-31",141.62,141.62,0
"loan_5938550","8z780hhh802813h7018030izz635153h","6","2022-07-15",NA,0,0,0
"loan_5938550","8z780hhh802813h7018030izz635153y","5","2022-06-30","2022-06-17",281.05,281.05,0
"loan_5938550","8z780hhh802813h7018030izz635153g","4","2022-06-15","2022-06-15",140.89,140.89,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i523hzh","4","2022-01-31","2022-01-25",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i523hzi","6","2022-02-28","2022-02-21",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i543hg0","7","2022-03-15","2022-03-12",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i543hg1","8","2022-03-31","2022-03-25",800.0799999999999,800.0799999999999,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i523hzy","3","2022-01-17","2022-01-13",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i523hzx","5","2022-02-15","2022-02-08",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i523hzg","2","2021-12-31","2021-12-29",803,803,0
"loan_7185090","8z78222y7h4h00i1017h4izy7i413hzz","1","2021-12-15","2021-12-12",803,803,0
"loan_3082572","8z7804027iz78h9y017iz93171045y6y","5","2022-05-31","2022-05-31",973.8199999999999,973.8199999999999,0
"loan_3082572","8z7804027iz78h9y017iz93170i25y68","1","2022-03-31","2022-03-31",973.8199999999999,973.8199999999999,0
"loan_3082572","8z7804027iz78h9y017iz93170i25y6z","3","2022-05-02","2022-05-02",973.8199999999999,973.8199999999999,0
"loan_3082572","8z7804027iz78h9y017iz93171045y6h","6","2022-06-15","2022-06-15",970.1773,970.1773,0
"loan_3082572","8z7804027iz78h9y017iz93170i25y6g","4","2022-05-16","2022-05-16",973.8199999999999,973.8199999999999,0
"loan_3082572","8z7804027iz78h9y017iz93170i25y69","2","2022-04-18","2022-04-18",973.8199999999999,973.8199999999999,0
"loan_2288608","8z7803xg7x5hxzh9017x60y146775766","3","2022-02-28","2022-03-02",1058.5,1058.5,58
"loan_2288608","8z7803xg7x5hxzh9017x60y1465g5764","1","2022-01-31","2022-01-29",1058.5,1058.5,0
"loan_2288608","8z7803xg7x5hxzh9017x60y146775767","4","2022-03-15",NA,1058.5,849.72,0
"loan_2288608","8z7803xg7x5hxzh9017x60y146775768","5","2022-03-31",NA,1058.5,0,0
"loan_2288608","8z7803xg7x5hxzh9017x60y1465g5765","2","2022-02-15","2022-02-23",1058.5,1058.5,58
"loan_2288608","8z7803xg7x5hxzh9017x60y146775769","6","2022-04-18",NA,1058.4927,0,0
"loan_3739250","8z78079x7xh45hg7017xh58471g97i52","6","2022-05-02",NA,0,0,0
"loan_3739250","8z78079x7xh45hg7017xh58471g97i4i","3","2022-03-15","2022-03-09",334.34,334.34,0
"loan_3739250","8z78079x7xh45hg7017xh58471g97i4x","2","2022-02-28","2022-02-24",501.51,501.51,0
"loan_3739250","8z78079x7xh45hg7017xh58471g97i51","5","2022-04-18",NA,0,0,0
"loan_3739250","8z78079x7xh45hg7017xh58471997i4h","1","2022-02-15","2022-02-15",426.99159999999995,426.99159999999995,0
"loan_3739250","8z78079x7xh45hg7017xh58471g97i50","4","2022-03-31","2022-03-24",735.1611,735.1611,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg4079h","2","2021-11-30",NA,502.3276,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg907z2","7","2022-02-15",NA,551.3179,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg407z1","6","2022-01-31",NA,545.1494,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg907z6","11","2022-04-18",NA,597.3955,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg907z3","8","2022-02-28",NA,572.8091,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg4079x","3","2021-12-15",NA,504.46649999999994,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg907z5","10","2022-03-31",NA,587.0149,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4z8i079y","1","2021-11-16",NA,453.1329,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg407z0","5","2022-01-17",NA,513.4893,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zgh07z7","12","2022-05-02",NA,657.2482,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg4079i","4","2021-12-31",NA,508.1749,0,0
"loan_2251138","8z780yyz7yy6hi2h017yyz8g4zg907z4","9","2022-03-15",NA,576.7438,0,0
"loan_9169730","8z780h0y7i02g633017i06z76xg17i8h","8","2022-06-15","2022-12-06",393.5795,393.5795,72.07
"loan_9169730","8z780h0y7i02g633017i06z76x907i86","1","2022-02-28","2022-12-06",366.28479999999996,366.28479999999996,137.24
"loan_9169730","8z780h0y7i02g633017i06z76x907i87","2","2022-03-15","2022-12-06",354.80920000000003,354.80920000000003,152.96
"loan_9169730","8z780h0y7i02g633017i06z76xzx7i8z","5","2022-05-02","2022-12-06",385.6955,385.6955,110.65
"loan_9169730","8z780h0y7i02g633017i06z76xzx7i88","3","2022-03-31","2022-12-06",360.0725,360.0725,145.75
"loan_9169730","8z780h0y7i02g633017i06z76xzx7i8y","7","2022-05-31","2022-12-06",403.3323,403.3323,86.49
"loan_9169730","8z780h0y7i02g633017i06z76xzx7i8g","6","2022-05-16","2022-12-06",395.0906,395.0906,97.78
"loan_9169730","8z780h0y7i02g633017i06z76xzx7i89","4","2022-04-18","2022-12-06",363.3356,363.3356,141.28
"loan_4449218","8z782h6g7ih0y47h017ih3i360g4446g","3","2022-05-16","2022-05-03",68.0506,68.0506,0
"loan_4449218","8z782h6g7ih0y47h017ih3i360g4446z","2","2022-05-02","2022-04-25",905.0394,905.0394,0
"loan_4449218","8z782h6g7ih0y47h017ih3i360g4446y","4","2022-05-31",NA,0,0,0
"loan_4449218","8z782h6g7ih0y47h017ih3i360g4446h","5","2022-06-15",NA,0,0,0
"loan_4449218","8z782h6g7ih0y47h017ih3i360g4446x","6","2022-06-30",NA,0,0,0
"loan_4449218","8z782h6g7ih0y47h017ih3i360964469","1","2022-04-18","2022-04-04",194.91,194.91,0
"loan_9006708","8z782gi97i311504017i33zhxz6g255g","5","2022-05-16",NA,213.16,0,0
"loan_9006708","8z782gi97i311504017i33zhxz6g255y","6","2022-05-31",NA,213.89,0,0
"loan_9006708","8z782gi97i311504017i33zhxz572557","1","2022-03-15","2022-03-14",213.89,213.89,0
"loan_9006708","8z782gi97i311504017i33zhxz6g255z","4","2022-05-02",NA,213.16,176.66,58
"loan_9006708","8z782gi97i311504017i33zhxz572558","2","2022-03-31","2022-03-28",213.16,213.16,0
"loan_9006708","8z782gi97i311504017i33zhxz6g2559","3","2022-04-18","2022-04-25",213.16,213.16,58
"loan_9559400","8z782896805g8iy4018061hh7h261896","4","2022-06-30","2022-06-30",963.6,963.6,0
"loan_9559400","8z782896805g8iy4018061hh7h021894","2","2022-05-31","2022-05-30",963.6,963.6,0
"loan_9559400","8z782896805g8iy4018061hh7h021893","1","2022-05-16","2022-05-09",963.6,963.6,0
"loan_9559400","8z782896805g8iy4018061hh7h261897","5","2022-07-15","2022-07-12",963.6,963.6,0
"loan_9559400","8z782896805g8iy4018061hh7h261898","6","2022-08-01","2022-07-29",962.87,962.87,0
"loan_9559400","8z782896805g8iy4018061hh7h021895","3","2022-06-15","2022-06-15",963.6,963.6,0
"loan_3169090","8z7822777i4zhi35017i4g83hz4640zi","1","2022-03-15",NA,174.6087,0,0
"loan_3169090","8z7822777i4zhi35017i4g83hz5g40g4","6","2022-05-31",NA,191.479,0,0
"loan_3169090","8z7822777i4zhi35017i4g83hz5g40g1","3","2022-04-18",NA,176.0176,0,0
"loan_3169090","8z7822777i4zhi35017i4g83hz5g40g3","5","2022-05-16",NA,189.9971,0,0
"loan_3169090","8z7822777i4zhi35017i4g83hz5g40g0","2","2022-03-31",NA,173.76919999999998,0,0
"loan_3169090","8z7822777i4zhi35017i4g83hz5g40g2","4","2022-05-02",NA,185.4784,0,0
"loan_2944584","8z7823647h522583017h533h3g1z4x06","2","2021-12-31","2021-12-27",439.46,439.46,0
"loan_2944584","8z7823647h522583017h533h3g2h4x08","4","2022-01-31","2022-01-26",439.46,439.46,0
"loan_2944584","8z7823647h522583017h533h3g2h4x0g","7","2022-03-15",NA,0,0,0
"loan_2944584","8z7823647h522583017h533h3g2h4x0z","6","2022-02-28",NA,0,0,0
"loan_2944584","8z7823647h522583017h533h3g2h4x07","3","2022-01-17","2022-01-14",439.46,439.46,0
"loan_2944584","8z7823647h522583017h533h3g1z4x05","1","2021-12-15","2021-11-25",2052.7599999999998,2052.7599999999998,0
"loan_2944584","8z7823647h522583017h533h3g2i4x0y","8","2022-03-31",NA,0,0,0
"loan_2944584","8z7823647h522583017h533h3g2h4x09","5","2022-02-15","2022-02-14",139.6855,139.6855,0
"loan_7564694","8z7800267hx2z4x4017hx369h97651h7","4","2022-02-15",NA,410.28919999999994,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h95551h5","2","2022-01-17",NA,379.7168,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h97651hz","7","2022-03-31",NA,441.93469999999996,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h95551h4","1","2021-12-31","2021-12-31",413.7202,413.7202,71.26
"loan_7564694","8z7800267hx2z4x4017hx369h97z51hg","8","2022-04-18",NA,413.0559,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h97651h9","6","2022-03-15",NA,432.1454,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h97651h6","3","2022-01-31",NA,404.1426,0,0
"loan_7564694","8z7800267hx2z4x4017hx369h97651h8","5","2022-02-28",NA,426.9624,0,0
"loan_6464154","8z7803z77i7404x3017i7551x68g6i30","3","2022-05-02","2022-04-29",295.65,295.65,0
"loan_6464154","8z7803z77i7404x3017i7551x68g6i2x","1","2022-03-31","2022-03-25",295.65,295.65,0
"loan_6464154","8z7803z77i7404x3017i7551x68g6i2i","2","2022-04-18","2022-04-14",295.65,295.65,0
"loan_6464154","8z7803z77i7404x3017i7551x68g6i31","4","2022-05-16","2022-05-13",295.65,295.65,0
"loan_6464154","8z7803z77i7404x3017i7551x68h6i33","6","2022-06-15","2022-06-02",295.65,295.65,0
"loan_6464154","8z7803z77i7404x3017i7551x68g6i32","5","2022-05-31","2022-05-30",295.65,295.65,0
"loan_3333628","8z7802z67h717350017h72y713yh66h9","1","2021-12-15","2021-12-12",1244.0003,1244.0003,0
"loan_1178246","8z7806267x0668y6017x0894633h1hiy","2","2022-01-31","2022-01-30",109.5,109.5,0
"loan_1178246","8z7806267x0668y6017x089463581hix","4","2022-02-28","2022-02-19",108.03999999999999,108.03999999999999,0
"loan_1178246","8z7806267x0668y6017x0894633h1hig","1","2022-01-17","2022-01-17",109.5,109.5,0
"loan_1178246","8z7806267x0668y6017x089463581hih","3","2022-02-15","2022-02-16",109.5,109.5,0
"loan_1940850","8z780i6i7h198516017h1gi4315911xh","4","2022-01-17","2022-01-12",140.89,140.89,0
"loan_1940850","8z780i6i7h198516017h1gi4315911i0","7","2022-02-28","2022-03-05",140.16,140.16,58
"loan_1940850","8z780i6i7h198516017h1gi4313i11xy","3","2021-12-31","2021-12-24",140.89,140.89,0
"loan_1940850","8z780i6i7h198516017h1gi4315911xi","6","2022-02-15","2022-02-24",140.89,140.89,58
"loan_1940850","8z780i6i7h198516017h1gi4313i11xg","2","2021-12-15","2021-12-11",140.89,140.89,0
"loan_1940850","8z780i6i7h198516017h1gi4315911i1","8","2022-03-15","2022-03-05",137.97,137.97,0
"loan_1940850","8z780i6i7h198516017h1gi4313i11xz","1","2021-11-30","2021-11-26",140.89,140.89,0
"loan_1940850","8z780i6i7h198516017h1gi4315911xx","5","2022-01-31","2022-01-25",140.89,140.89,0
"loan_7591262","8z7820477x3xii7g017x40y1ghz33xx0","3","2022-02-28",NA,1025.6499999999999,0,0
"loan_7591262","8z7820477x3xii7g017x40y1ghz33xhx","1","2022-01-31",NA,1025.6499999999999,0,0
"loan_7591262","8z7820477x3xii7g017x40y1ghg73xx3","6","2022-04-18",NA,1024.92,0,0
"loan_7591262","8z7820477x3xii7g017x40y1ghg73xx2","5","2022-03-31",NA,1025.6499999999999,0,0
"loan_7591262","8z7820477x3xii7g017x40y1ghz33xhi","2","2022-02-15",NA,1025.6499999999999,0,0
"loan_7591262","8z7820477x3xii7g017x40y1ghg73xx1","4","2022-03-15",NA,1025.6499999999999,0,0
"loan_3353710","8z7821yg7y93627z017y948x907h5975","6","2022-01-17",NA,0,0,0
"loan_3353710","8z7821yg7y93627z017y948x90675970","1","2021-11-01","2021-10-23",182.5,182.5,0
"loan_3353710","8z7821yg7y93627z017y948x907h5974","5","2021-12-31",NA,0,0,0
"loan_3353710","8z7821yg7y93627z017y948x907h5976","7","2022-01-31",NA,0,0,0
"loan_3353710","8z7821yg7y93627z017y948x90675972","3","2021-11-30","2021-11-26",219,219,0
"loan_3353710","8z7821yg7y93627z017y948x90675971","2","2021-11-16","2021-11-10",219,219,0
"loan_3353710","8z7821yg7y93627z017y948x90675973","4","2021-12-15","2021-12-05",787.7575999999999,787.7575999999999,0
"loan_3353710","8z7821yg7y93627z017y948x907h5977","8","2022-02-15",NA,0,0,0
"loan_7110406","8z780x677h334685017h33g03gx80h77","1","2021-11-30","2021-11-30",708.8299999999999,708.8299999999999,0
"loan_7110406","8z780x677h334685017h33g03y040h7z","4","2022-01-17","2022-01-14",708.8299999999999,708.8299999999999,0
"loan_7110406","8z780x677h334685017h33g03y040h7y","6","2022-02-15","2022-02-14",706.9685000000001,706.9685000000001,0
"loan_7110406","8z780x677h334685017h33g03gx80h79","3","2021-12-31","2021-12-30",708.8299999999999,708.8299999999999,0
"loan_7110406","8z780x677h334685017h33g03y040h7g","5","2022-01-31","2022-01-30",708.8299999999999,708.8299999999999,0
"loan_7110406","8z780x677h334685017h33g03gx80h78","2","2021-12-15","2021-12-15",708.8299999999999,708.8299999999999,0
"loan_6105260","8z780155804y26h6018054358z446iiz","1","2022-05-02","2022-05-03",123.36999999999999,123.36999999999999,0
"loan_6105260","8z780155804y26h6018054358z446iix","5","2022-06-30","2022-06-29",123.36999999999999,123.36999999999999,0
"loan_6105260","8z780155804y26h6018054358z476iii","6","2022-07-15","2022-07-25",121.545,121.545,58
"loan_6105260","8z780155804y26h6018054358z446iih","4","2022-06-15","2022-06-16",123.36999999999999,123.36999999999999,0
"loan_6105260","8z780155804y26h6018054358z446iig","2","2022-05-16","2022-05-03",123.36999999999999,123.36999999999999,0
"loan_6105260","8z780155804y26h6018054358z446iiy","3","2022-05-31","2022-05-31",123.36999999999999,123.36999999999999,0
"loan_9172236","8z7804x47iz77ig2017iz8y0i1zi6x1x","4","2022-05-16","2022-05-13",848.99,848.99,0
"loan_9172236","8z7804x47iz77ig2017iz8y0i1g06x20","6","2022-06-15","2022-06-15",730,730,0
"loan_9172236","8z7804x47iz77ig2017iz8y0i1zi6x1h","3","2022-05-02","2022-05-13",825.63,825.63,58
"loan_9172236","8z7804x47iz77ig2017iz8y0i1zi6x1g","1","2022-03-31","2022-04-16",826.36,826.36,58
"loan_9172236","8z7804x47iz77ig2017iz8y0i1zi6x1y","2","2022-04-18","2022-04-16",825.63,825.63,0
"loan_9172236","8z7804x47iz77ig2017iz8y0i1zi6x1i","5","2022-05-31","2022-05-31",897.9,897.9,0
"loan_0422604","8z78044i7x1zi875017x1y47742x73x5","4","2022-02-28","2022-02-28",172.0537,172.0537,27.31
"loan_0422604","8z78044i7x1zi875017x1y47744h73x8","7","2022-04-18","2022-04-16",183.3614,183.3614,14.45
"loan_0422604","8z78044i7x1zi875017x1y47744h73x7","6","2022-03-31","2022-03-30",179.142,179.142,19.15
"loan_0422604","8z78044i7x1zi875017x1y47742x73x4","3","2022-02-15","2022-02-16",164.688,164.688,37.4
"loan_0422604","8z78044i7x1zi875017x1y47742x73x2","1","2022-01-17","2022-01-16",158.7385,158.7385,45.55
"loan_0422604","8z78044i7x1zi875017x1y47742x73x3","2","2022-01-31","2022-01-31",160.5051,160.5051,43.13
"loan_0422604","8z78044i7x1zi875017x1y47744h73x6","5","2022-03-15","2022-03-15",173.47719999999998,173.47719999999998,25.36
"loan_0422604","8z78044i7x1zi875017x1y47744h73x9","8","2022-05-02","2022-05-01",173.1341,173.1341,6.18
"loan_7623824","8z7827iy8018z8z001801y8hix2i7xg1","5","2022-06-30",NA,117.15039999999999,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix2i7xzi","3","2022-05-31",NA,111.26659999999998,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix317xg4","8","2022-08-15",NA,130.1079,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix317xg3","7","2022-08-01",NA,122.4721,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix2i7xzh","1","2022-05-02","2022-04-30",101.0174,101.0174,39.62
"loan_7623824","8z7827iy8018z8z001801y8hix2i7xzx","2","2022-05-16",NA,107.0545,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix2i7xg0","4","2022-06-15",NA,114.172,0,0
"loan_7623824","8z7827iy8018z8z001801y8hix317xg2","6","2022-07-15",NA,120.20909999999999,0,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6723724","1","2022-02-28","2022-02-15",124.1,124.1,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6903728","5","2022-05-02","2022-05-01",127.75,127.75,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6723725","2","2022-03-15","2022-03-15",124.1,124.1,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6903729","6","2022-05-16",NA,0,0,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6723727","4","2022-04-18","2022-04-17",241.63,241.63,0
"loan_9893652","8z782hyg7xi34z99017xi4z3g6723726","3","2022-03-31","2022-03-31",124.1,124.1,0
"loan_1608552","8z7826z77h717297017h72i7xh9g0g26","8","2022-03-31","2022-03-30",432.0505,432.0505,0
"loan_1608552","8z7826z77h717297017h72i7xh9z0g22","4","2022-01-31","2022-01-26",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh9z0g23","5","2022-02-15","2022-02-09",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh850g20","2","2021-12-31","2021-12-17",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh9z0g25","7","2022-03-15","2022-03-13",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh9z0g24","6","2022-02-28","2022-02-16",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh850g1i","1","2021-12-15","2021-12-08",435.08,435.08,0
"loan_1608552","8z7826z77h717297017h72i7xh9z0g21","3","2022-01-17","2022-01-07",435.08,435.08,0
"loan_9925146","8z782z6h7x58y9z9017x5zyxgg5y00i0","7","2022-05-02","2022-04-29",179.31719999999999,179.31719999999999,9.37
